iter	Passed	Remaining
1665	19142	3837
1666	19154	3826
1667	19167	3815
1668	19179	3803
1669	19190	3792
1670	19201	3780
1671	19213	3769
1672	19229	3758
1673	19240	3746
1674	19254	3735
1675	19265	3724
1676	19277	3712
1677	19287	3701
1678	19300	3689
1679	19312	3678
1680	19323	3667
1681	19337	3656
1682	19350	3644
1683	19365	3633
1684	19381	3623
1685	19395	3612
1686	19409	3601
1687	19423	3590
1688	19434	3578
1689	19447	3567
1690	19461	3556
1691	19476	3545
1692	19490	3534
1693	19505	3523
1694	19517	3512
1695	19532	3501
1696	19545	3489
1697	19559	3478
1698	19570	3467
1699	19582	3455
1700	19594	3444
1701	19606	3432
1702	19619	3421
1703	19630	3409
1704	19641	3398
1705	19652	3386
1706	19667	3375
1707	19677	3364
1708	19690	3352
1709	19703	3341
1710	19714	3329
1711	19724	3318
1712	19735	3306
1713	19745	3294
1714	19759	3283
1715	19771	3272
1716	19782	3260
1717	19797	3249
1718	19810	3238
1719	19824	3227
1720	19838	3216
1721	19850	3204
1722	19862	3193
1723	19876	3182
1724	19888	3170
1725	19899	3159
1726	19912	3147
1727	19923	3136
1728	19937	3124
1729	19950	3113
1730	19962	3102
1731	19975	3090
1732	19986	3079
1733	19998	3067
1734	20010	3056
1735	20020	3044
1736	20032	3033
1737	20045	3021
1738	20059	3010
1739	20071	2999
1740	20082	2987
1741	20094	2976
1742	20106	2964
1743	20116	2952
1744	20128	2941
1745	20140	2929
1746	20150	2918
1747	20163	2906
1748	20173	2895
1749	20186	2883
1750	20197	2872
1751	20210	2860
1752	20220	2849
1753	20234	2837
1754	20247	2826
1755	20257	2814
1756	20268	2803
1757	20280	2791
1758	20292	2780
1759	20304	2768
1760	20318	2757
1761	20329	2745
1762	20340	2734
1763	20350	2722
1764	20364	2711
1765	20376	2699
1766	20388	2688
1767	20400	2676
1768	20410	2665
1769	20421	2653
1770	20433	2642
1771	20447	2630
1772	20458	2619
1773	20475	2608
1774	20487	2597
1775	20499	2585
1776	20512	2574
1777	20526	2562
1778	20537	2551
1779	20548	2539
1780	20560	2528
1781	20571	2516
1782	20584	2505
1783	20596	2493
1784	20609	2482
1785	20621	2470
1786	20631	2459
1787	20644	2447
1788	20654	2436
1789	20667	2424
1790	20680	2413
1791	20692	2401
1792	20703	2390
1793	20718	2379
1794	20731	2367
1795	20741	2355
1796	20753	2344
1797	20766	2333
1798	20777	2321
1799	20789	2309
1800	20799	2298
1801	20811	2286
1802	20822	2275
1803	20834	2263
1804	20849	2252
1805	20863	2241
1806	20876	2229
1807	20889	2218
1808	20901	2206
1809	20911	2195
1810	20924	2183
1811	20935	2172
1812	20946	2160
1813	20956	2148
1814	20969	2137
1815	20981	2125
1816	20993	2114
1817	21005	2102
1818	21015	2091
1819	21026	2079
1820	21037	2067
1821	21047	2056
1822	21060	2044
1823	21071	2033
1824	21082	2021
1825	21094	2010
1826	21106	1998
1827	21118	1987
1828	21127	1975
1829	21141	1963
1830	21151	1952
1831	21164	1940
1832	21175	1929
1833	21186	1917
1834	21196	1905
1835	21208	1894
1836	21218	1882
1837	21230	1871
1838	21245	1859
1839	21256	1848
1840	21269	1836
1841	21282	1825
1842	21294	1814
1843	21304	1802
1844	21316	1790
1845	21327	1779
1846	21339	1767
1847	21349	1756
1848	21360	1744
1849	21375	1733
1850	21386	1721
1851	21397	1709
1852	21407	1698
1853	21419	1686
1854	21430	1675
1855	21441	1663
1856	21453	1652
1857	21464	1640
1858	21475	1628
1859	21486	1617
1860	21502	1606
1861	21517	1594
1862	21530	1583
1863	21543	1571
1864	21554	1560
1865	21565	1548
1866	21578	1537
1867	21590	1525
1868	21601	1514
1869	21614	1502
1870	21625	1490
1871	21639	1479
1872	21650	1468
1873	21662	1456
1874	21673	1444
1875	21685	1433
1876	21695	1421
1877	21709	1410
1878	21720	1398
1879	21732	1387
1880	21745	1375
1881	21756	1364
1882	21768	1352
1883	21782	1341
1884	21794	1329
1885	21804	1317
1886	21816	1306
1887	21829	1294
1888	21841	1283
1889	21852	1271
1890	21864	1260
1891	21877	1248
1892	21887	1237
1893	21899	1225
1894	21914	1214
1895	21927	1202
1896	21939	1191
1897	21950	1179
1898	21963	1168
1899	21974	1156
1900	21987	1145
1901	21999	1133
1902	22011	1121
1903	22021	1110
1904	22036	1098
1905	22049	1087
1906	22062	1075
1907	22073	1064
1908	22084	1052
1909	22095	1041
1910	22105	1029
1911	22118	1018
1912	22129	1006
1913	22142	994
1914	22153	983
1915	22166	971
1916	22180	960
1917	22189	948
1918	22201	937
1919	22211	925
1920	22223	913
1921	22234	902
1922	22245	890
1923	22255	879
1924	22266	867
1925	22278	855
1926	22289	844
1927	22302	832
1928	22314	821
1929	22325	809
1930	22336	798
1931	22347	786
1932	22360	775
1933	22371	763
1934	22382	751
1935	22392	740
1936	22404	728
1937	22416	717
1938	22428	705
1939	22444	694
1940	22458	682
1941	22472	671
1942	22484	659
1943	22494	647
1944	22507	636
1945	22520	624
1946	22533	613
1947	22543	601
1948	22555	590
1949	22566	578
1950	22578	567
1951	22591	555
1952	22604	543
1953	22617	532
1954	22630	520
1955	22642	509
1956	22651	497
1957	22662	486
1958	22671	474
1959	22684	462
1960	22695	451
1961	22706	439
1962	22720	428
1963	22731	416
1964	22743	405
1965	22755	393
1966	22767	381
1967	22776	370
1968	22787	358
1969	22797	347
1970	22811	335
1971	22822	324
1972	22834	312
1973	22847	300
1974	22858	289
1975	22868	277
1976	22880	266
1977	22893	254
1978	22904	243
1979	22917	231
1980	22928	219
1981	22939	208
1982	22949	196
1983	22961	185
1984	22977	173
1985	22989	162
1986	23002	150
1987	23013	138
1988	23023	127
1989	23035	115
1990	23046	104
1991	23057	92
1992	23070	81
1993	23082	69
1994	23094	57
1995	23107	46
1996	23117	34
1997	23126	23
1998	23140	11
1999	23150	0
