iter	Logloss
278	0.05255392462
279	0.05219758262
280	0.05189108695
281	0.05170158739
282	0.05149505684
283	0.0511861108
284	0.05095228009
285	0.05064456261
286	0.05034281938
287	0.05016741685
288	0.04997788082
289	0.04969979681
290	0.04950122968
291	0.04928625948
292	0.04894672292
293	0.04867809505
294	0.04851613376
295	0.04829479428
296	0.04804071853
297	0.04773055097
298	0.04757950851
299	0.04733160406
300	0.04716325419
301	0.04704748634
302	0.04687563435
303	0.04668187758
304	0.04640460597
305	0.04627615474
306	0.04614281287
307	0.04585024109
308	0.04573554
309	0.04546290406
310	0.04513445305
311	0.04494230269
312	0.04460479698
313	0.04444300148
314	0.04416993345
315	0.04395692514
316	0.04383667331
317	0.04368452486
318	0.04344269733
319	0.04326996062
320	0.04311960491
321	0.04290330686
322	0.04270909715
323	0.04241169296
324	0.04209846519
325	0.04196758534
326	0.04179534324
327	0.04151523144
328	0.04136542796
329	0.04115812607
330	0.04099081016
331	0.04073214347
332	0.04051998219
333	0.04027148966
334	0.04008721815
335	0.03989156874
336	0.0397316101
337	0.03953190052
338	0.03936521284
339	0.03922050195
340	0.03903536993
341	0.03890869121
342	0.03867549394
343	0.03864560428
344	0.03847288534
345	0.03827991768
346	0.03811518699
347	0.03803239629
348	0.03784945079
349	0.03764707294
350	0.03753569071
351	0.03741586852
352	0.03726812071
353	0.0371008618
354	0.0369409525
355	0.03676347592
356	0.03662989654
357	0.03653738922
358	0.03639066863
359	0.03614432799
360	0.03595292047
361	0.03592754697
362	0.03579694906
363	0.03569848586
364	0.03555571297
365	0.0353479508
366	0.03524435608
367	0.03507422114
368	0.03488634301
369	0.03474677865
370	0.03461173629
371	0.0343974081
372	0.03420926458
373	0.03412000839
374	0.03390031302
375	0.03378101088
376	0.03372092204
377	0.03362782051
378	0.03346772886
379	0.03334410301
380	0.03312311871
381	0.03293187238
382	0.03284066195
383	0.0327827008
384	0.03263080151
385	0.03244786918
386	0.03230667053
387	0.03219369567
388	0.03203453043
389	0.03190591158
390	0.03168867793
391	0.03155366038
392	0.03139569398
393	0.03129422603
394	0.03117351176
395	0.03100963822
396	0.03087072936
397	0.03070908279
398	0.03066232088
399	0.03055088655
400	0.03046340195
401	0.03038936991
402	0.03026032662
403	0.0302026376
404	0.03008269069
405	0.02997607958
406	0.02986531178
407	0.0297772394
408	0.02968254586
409	0.0295811438
410	0.02954825736
411	0.02946824188
412	0.02934209976
413	0.0292167921
414	0.02907612943
415	0.02903217828
416	0.02896753068
417	0.02889533215
418	0.02881855707
419	0.02870183861
420	0.0285704427
421	0.0285321186
422	0.02851904695
423	0.02844601793
424	0.02834794056
425	0.0282227092
426	0.0281042354
427	0.02799210389
428	0.02785522251
429	0.02776352789
430	0.02763625589
431	0.02754509418
432	0.02740541767
433	0.02734890603
434	0.02721874849
435	0.02711896939
436	0.02702707037
437	0.02690930354
438	0.02682624072
439	0.02673936381
440	0.02662612846
441	0.02653985557
442	0.02649294625
443	0.02638764461
444	0.0263106302
445	0.02619825139
446	0.02608005063
447	0.02598544381
448	0.02588384746
449	0.02582826958
450	0.02576828555
451	0.0256076711
452	0.02555041571
453	0.02542731603
454	0.02532864322
455	0.02526635498
456	0.02520223479
457	0.02511216528
458	0.02505413609
459	0.02496587035
460	0.02490070363
461	0.02484089948
462	0.02474171306
463	0.02467247055
464	0.02459464741
465	0.0245084165
466	0.02440381081
467	0.02433273388
468	0.02423884997
469	0.02413593313
470	0.02407956981
471	0.02393948909
472	0.0238624756
473	0.02375662449
474	0.02370067642
475	0.02360943994
476	0.02356489213
477	0.02348678369
478	0.02344089731
479	0.02335885159
480	0.0232974867
481	0.02324029658
482	0.0231277247
483	0.02307221025
484	0.02301537194
485	0.0229269545
486	0.02286308437
487	0.02281704721
488	0.02273819195
489	0.02270182791
490	0.02255594516
491	0.02246254024
492	0.02237750571
493	0.02231055268
494	0.02228997146
495	0.02220006957
496	0.02217968417
497	0.02210157696
498	0.02201316688
499	0.02195590811
500	0.02192538869
501	0.0218135333
502	0.02176055749
503	0.02169595157
504	0.02161214131
505	0.02154881206
506	0.02142336252
507	0.0213574738
508	0.02127772953
509	0.02119458672
510	0.02114317626
511	0.02112214087
512	0.02104799392
513	0.02096512538
514	0.0209180561
515	0.02083493352
516	0.02078941549
517	0.02072256911
518	0.02067495833
519	0.02058374238
520	0.02049627831
521	0.02036518364
522	0.02028019631
523	0.02020181083
524	0.0201113699
525	0.02004419685
526	0.01997212518
527	0.0199391563
528	0.01982278658
529	0.01978545814
530	0.01972059909
531	0.01967345841
532	0.01959045136
533	0.01954787004
534	0.01948772513
535	0.01944416409
536	0.01935874711
537	0.01928626847
538	0.01920972998
539	0.01916198069
540	0.01910077576
541	0.01904225656
542	0.01899918002
543	0.01895015344
544	0.01888740339
545	0.01883595033
546	0.01871937161
547	0.01869094341
548	0.01864317941
549	0.01854905187
550	0.01851524976
551	0.0184237908
552	0.01836307435
553	0.01833295025
554	0.01829061655
555	0.0182567035
556	0.0182090774
557	0.01812091156
558	0.0180395624
559	0.01800849995
560	0.01795525845
561	0.01788543919
562	0.01781068853
563	0.01774645158
564	0.0177062802
565	0.01767264663
566	0.0176199077
567	0.01758134702
568	0.01752740191
569	0.01750110599
570	0.0174496799
571	0.01739633175
572	0.01735472618
573	0.01731871088
574	0.01725625502
575	0.01722936765
576	0.01718811449
577	0.01715244487
578	0.0171141318
579	0.01705841601
580	0.01701336716
581	0.01696581706
582	0.01694070282
583	0.01689488293
584	0.01681958986
585	0.0167674148
586	0.01673229556
587	0.01668766716
588	0.0166563859
589	0.01662340875
590	0.01660752603
591	0.01657604742
592	0.01652576991
593	0.01649285221
594	0.01646172479
595	0.01640936035
596	0.01634470663
597	0.01629227905
598	0.01625762133
599	0.01623202412
600	0.01616814939
601	0.01613804736
602	0.0160840336
603	0.0160324978
604	0.01598233061
605	0.01594032788
606	0.01591760885
607	0.01589240513
608	0.0158650109
609	0.01582276423
610	0.01579860734
611	0.01577197984
612	0.01574604125
613	0.01568993137
614	0.01565437023
615	0.01564288446
616	0.01559407975
617	0.01557249827
618	0.0155332781
619	0.01551603413
620	0.0154825213
621	0.01543753313
622	0.01540483852
623	0.01537884416
624	0.01536370856
625	0.01535349885
626	0.015318702
627	0.01529072367
628	0.01524803081
629	0.01521287357
630	0.0151632917
631	0.01513072151
632	0.01509475156
633	0.01507328776
634	0.01505409476
635	0.01501466253
636	0.01495673846
637	0.01489576276
638	0.01485459541
639	0.01480655621
640	0.01476991391
641	0.0147391334
642	0.01471338787
643	0.01466954214
644	0.01465998149
645	0.01465383839
646	0.01462646131
647	0.01460795415
648	0.01455880621
649	0.01454265197
650	0.01449634606
651	0.01447697715
652	0.01443681374
653	0.01442753748
654	0.01438791709
655	0.01434408362
656	0.01430258285
657	0.01427523029
658	0.01425888299
659	0.01422320846
660	0.01418836319
661	0.01415468243
662	0.01411561917
663	0.01409507043
664	0.01406982135
665	0.01402278302
666	0.01401028167
667	0.01397795297
668	0.01396912658
669	0.01392796475
670	0.01391202809
671	0.01386754249
672	0.01384642069
673	0.01380376276
674	0.01375025526
675	0.0137153965
676	0.01367941675
677	0.01364110307
678	0.01360971946
679	0.01358292035
680	0.01354128965
681	0.01351833466
682	0.01348110765
683	0.01343187697
684	0.01339272178
685	0.01336375913
686	0.01334145933
687	0.01330438371
688	0.01328346601
689	0.0132451989
690	0.01320815454
691	0.01318896276
692	0.01316480465
693	0.01313419391
694	0.01310525088
695	0.01308660887
696	0.01306511136
697	0.01303874741
698	0.01299718413
699	0.01297733226
700	0.01295915054
701	0.01294912471
702	0.01293139715
703	0.0128927286
704	0.01286404727
705	0.0128343424
706	0.01282608049
707	0.01281805087
708	0.01278061487
709	0.01275673501
710	0.01273632172
711	0.01271986226
712	0.01269552702
713	0.01266596556
714	0.01263570418
715	0.01260174945
716	0.01257711021
717	0.01253502902
718	0.01250892862
719	0.01248423974
720	0.01246523857
721	0.01244550867
722	0.0124265026
723	0.01241480415
724	0.01240189523
725	0.01237843766
726	0.01234615493
727	0.01232369639
728	0.01229264313
729	0.01226611003
730	0.01223403507
731	0.01218521074
732	0.01216896273
733	0.01213787638
734	0.01211905725
735	0.0120830922
736	0.01206563984
737	0.01204108395
738	0.01199696671
739	0.01196833441
740	0.01194548852
741	0.01192594249
742	0.01190665755
743	0.01187410637
744	0.01185693042
745	0.01184393875
746	0.01180601181
747	0.01177104702
748	0.01175262321
749	0.01174173931
750	0.01171045377
751	0.01170199389
752	0.01168919529
753	0.01166575979
754	0.01164305118
755	0.01161051655
756	0.01158845823
757	0.01156790643
758	0.01155838255
759	0.01154832791
760	0.01153342705
761	0.01153198061
762	0.01150768214
763	0.01148663879
764	0.01147666137
765	0.01145226483
766	0.0114347855
767	0.01142625392
768	0.01136857378
769	0.0113535718
770	0.01134050168
771	0.01131914759
772	0.01128830579
773	0.01127239058
774	0.01125117317
775	0.01122739811
776	0.01122012359
777	0.01120926911
778	0.0111912351
779	0.01116709844
780	0.01112514167
781	0.01110382007
782	0.01108371936
783	0.0110751939
784	0.01105153346
785	0.01101637254
786	0.01098047185
787	0.01096652651
788	0.01094326507
789	0.0109187527
790	0.01090533813
791	0.01088286795
792	0.01086580355
793	0.01085243679
794	0.01083496604
795	0.01082054079
796	0.01080781083
797	0.01078672152
798	0.01075907906
799	0.0107482399
800	0.0107329094
801	0.01070924528
802	0.01069892648
803	0.01068136808
804	0.01066335798
805	0.0106445505
806	0.01061823252
807	0.01059490304
808	0.01058141738
809	0.01056627688
810	0.01055143548
811	0.01051931393
812	0.01050542621
813	0.01048464027
814	0.01045994342
815	0.01044681446
816	0.01042049526
817	0.01040484237
818	0.01037788391
819	0.01036126142
820	0.01034977197
821	0.01033737849
822	0.01031730966
823	0.01030704785
824	0.01029965933
825	0.01027532654
826	0.01024663785
827	0.01022797624
828	0.01020087375
829	0.0101870424
830	0.01017052533
831	0.01015949862
832	0.01014444699
833	0.01013074559
834	0.01011092926
835	0.0100915671
836	0.01006345026
837	0.01005531277
838	0.01004750318
839	0.01003402732
840	0.01002359084
841	0.01000320942
842	0.009996864667
843	0.009987884438
844	0.009973770549
845	0.009944680417
846	0.009926167736
847	0.009916101446
848	0.009897708893
849	0.009890666045
850	0.00988072969
851	0.009852360944
852	0.009822255235
853	0.009812125816
854	0.009794410519
855	0.009781698335
856	0.009770360888
857	0.00975173911
858	0.009734482263
859	0.009723060235
860	0.009708540605
861	0.009688961475
862	0.009669739054
863	0.009658828186
864	0.009647870738
865	0.00962778719
866	0.009621190534
867	0.009595484844
868	0.00956663497
869	0.009550093379
870	0.009537526452
871	0.009525842103
872	0.009500409766
873	0.009484474334
874	0.009463674918
875	0.009447711292
876	0.009440336865
877	0.009440311736
878	0.009437406584
879	0.009422964179
880	0.00941044322
881	0.009397474843
882	0.009388517292
883	0.009376338331
884	0.009361978668
885	0.009349765385
886	0.009331451897
887	0.009313843857
888	0.009302654119
889	0.009302614894
890	0.009281851026
891	0.009264268115
892	0.009251866672
893	0.00923475876
894	0.009227115881
895	0.009215106694
896	0.009203961086
897	0.009192447123
898	0.009188193588
899	0.009178318524
900	0.009173520733
901	0.009163162702
902	0.009147623204
903	0.009127277948
904	0.009117236174
905	0.009104278829
906	0.009095858179
907	0.009083699445
908	0.009067658594
909	0.009054003767
910	0.009039587104
911	0.009025202925
912	0.008999086591
913	0.008990072652
914	0.008980912231
915	0.008963954479
916	0.008953352514
917	0.00894730134
918	0.00893210997
919	0.00891737705
920	0.008902278841
921	0.008893423031
922	0.008883223742
923	0.008860556816
924	0.008842698713
925	0.008827120602
926	0.008813730549
927	0.008804381353
928	0.008798775146
929	0.008781778169
930	0.008766568412
931	0.008756678638
932	0.008748381181
933	0.008740472916
934	0.008732079847
935	0.008710847722
936	0.00869580161
937	0.008686490414
938	0.008666400738
939	0.008643257587
940	0.008628913247
941	0.008612895073
942	0.008595670097
943	0.008586064096
944	0.00857624787
945	0.008565369486
946	0.008556051548
947	0.00854764806
948	0.008527869124
949	0.008513793847
950	0.008505600584
951	0.008496615452
952	0.008480692278
953	0.008464417298
954	0.008456672065
955	0.008447789288
956	0.008435902681
957	0.008416501906
958	0.008398348997
959	0.008388041224
960	0.008380583442
961	0.008372374856
962	0.008365429459
963	0.008349619059
964	0.008331078797
965	0.008319873123
966	0.008302730276
967	0.008289539416
968	0.008283166469
969	0.008276350394
970	0.008268353259
971	0.00826076309
972	0.008255180173
973	0.008247166489
974	0.008222129474
975	0.008214460853
976	0.008200055836
977	0.008199930804
978	0.008190742802
979	0.00817265057
980	0.00816554398
981	0.008156094882
982	0.008134170179
983	0.008120446095
984	0.008112189089
985	0.008102281541
986	0.008075144726
987	0.00807277525
988	0.008062887314
989	0.008055959692
990	0.008038547781
991	0.008021507901
992	0.008013638862
993	0.007997331399
994	0.007985659308
995	0.007968876233
996	0.007968767137
997	0.007953304252
998	0.007924256411
999	0.007914120863
1000	0.007902624062
1001	0.007899118879
1002	0.007890125167
1003	0.007881224615
1004	0.007871048003
1005	0.007851526486
1006	0.007844831766
1007	0.007841157423
1008	0.007832018453
1009	0.007818020401
1010	0.007811257649
1011	0.007800062395
1012	0.007788582142
1013	0.007782064551
1014	0.007776287957
1015	0.007764310028
1016	0.007752006648
1017	0.007735794798
1018	0.007726253764
1019	0.0077202173
1020	0.007712928679
1021	0.007700362365
1022	0.007693126453
1023	0.007685059447
1024	0.007668763016
1025	0.00766876179
1026	0.007659759497
1027	0.007648825952
1028	0.007640182206
1029	0.007631881072
1030	0.007631870039
1031	0.007621828266
1032	0.007609705692
1033	0.007600958979
1034	0.007592428006
1035	0.007582180911
1036	0.007569461371
1037	0.007560327304
1038	0.007551107431
1039	0.007534939097
1040	0.007526543576
1041	0.007521363334
1042	0.007510241016
1043	0.007502394041
1044	0.007494840646
1045	0.007484963743
1046	0.007470013856
1047	0.007457335381
1048	0.007446404901
1049	0.007432334527
1050	0.007425068583
1051	0.007425094325
1052	0.007416392966
1053	0.007405589356
1054	0.00739861025
1055	0.007393898878
1056	0.007378745508
1057	0.007366062743
1058	0.007355031134
1059	0.007343663042
1060	0.007336352969
1061	0.007326009647
1062	0.007308738704
1063	0.007296780388
1064	0.007281822533
1065	0.007268247997
1066	0.007257584741
1067	0.007249099123
1068	0.007241752276
1069	0.007232217372
1070	0.007222535984
1071	0.007213195982
1072	0.007208391449
1073	0.007200701378
1074	0.007196048844
1075	0.007193779884
1076	0.007179462511
1077	0.00715913319
1078	0.007152200052
1079	0.007144022723
1080	0.007132937179
1081	0.00712702023
1082	0.007115995976
1083	0.007108267904
1084	0.007100783154
1085	0.007097449585
1086	0.007085620591
1087	0.007073309244
1088	0.007073309244
1089	0.00707329576
1090	0.007066823523
1091	0.00706044935
1092	0.00706043035
1093	0.007056719233
1094	0.007047204555
1095	0.007039132032
1096	0.007028264068
1097	0.007022408409
1098	0.007012676764
1099	0.007005337884
1100	0.006995956818
1101	0.006981983896
1102	0.006973441278
1103	0.006966026399
1104	0.00695632356
1105	0.006944739114
1106	0.006944716436
1107	0.006942790701
1108	0.006930600095
1109	0.006920976933
1110	0.006912859669
1111	0.006898880005
1112	0.006887286978
1113	0.006875310275
1114	0.006875299243
1115	0.006872042286
1116	0.006871976092
1117	0.006864388375
1118	0.006857974364
1119	0.006849809294
1120	0.006842312899
1121	0.006828782491
1122	0.006819553424
1123	0.006809600521
1124	0.006801902482
1125	0.006793738024
1126	0.006793751508
1127	0.006784497313
1128	0.006777733947
1129	0.006777785431
1130	0.006770296391
1131	0.006762031418
1132	0.006752020289
1133	0.006747968399
1134	0.006740035618
1135	0.006730102328
1136	0.006730055135
1137	0.006718250044
1138	0.006705987729
1139	0.006705937471
1140	0.006695434183
1141	0.006695422538
1142	0.006689553396
1143	0.006689567492
1144	0.006685537667
1145	0.006676501664
1146	0.006676465503
1147	0.00666539099
1148	0.006665312539
1149	0.006663386803
1150	0.00665585486
1151	0.006644960541
1152	0.006633845577
1153	0.006623448933
1154	0.006612410582
1155	0.006604769542
1156	0.006604770768
1157	0.006592260841
1158	0.006584179738
1159	0.006577983307
1160	0.006570108752
1161	0.006559885559
1162	0.006546341055
1163	0.006539320272
1164	0.006531070008
1165	0.006519912141
1166	0.006512193876
1167	0.006506317992
1168	0.006496872571
1169	0.006496881152
1170	0.006496839474
1171	0.006486646314
1172	0.006471546266
1173	0.006460208206
1174	0.006451288655
1175	0.006445683673
1176	0.006441072817
1177	0.006441020108
1178	0.006441064849
1179	0.00644103543
1180	0.00644102072
1181	0.006435066385
1182	0.006426992637
1183	0.006426955863
1184	0.006414455742
1185	0.006414455742
1186	0.006414413452
1187	0.006408886922
1188	0.00639956163
1189	0.00639204746
1190	0.006391994751
1191	0.006379098083
1192	0.006368596021
1193	0.00636383623
1194	0.006354816775
1195	0.006347455831
1196	0.006333715811
1197	0.00632515542
1198	0.006318240055
1199	0.006310037598
1200	0.006300704951
1201	0.006297511123
1202	0.006297151963
1203	0.006290672984
1204	0.006284588713
1205	0.006276246515
1206	0.006270993338
1207	0.006260564824
1208	0.00625932186
1209	0.006253242493
1210	0.00624062776
1211	0.006231306145
1212	0.006220787534
1213	0.006213093785
1214	0.006207467351
1215	0.006189861151
1216	0.006189834183
1217	0.006189834183
1218	0.00618386146
1219	0.006177900383
1220	0.006177887512
1221	0.006169222314
1222	0.006160568149
1223	0.006155007296
1224	0.006144461105
1225	0.006144439653
1226	0.006137884674
1227	0.0061378669
1228	0.006133846881
1229	0.006133860365
1230	0.006130236893
1231	0.00612691313
1232	0.006117521031
1233	0.006108036997
1234	0.006102606692
1235	0.006102563789
1236	0.006102536822
1237	0.006097720644
1238	0.006086348874
1239	0.00608632252
1240	0.006071208988
1241	0.006071208988
1242	0.00606322595
1243	0.006063238208
1244	0.006054021399
1245	0.00605400056
1246	0.006045232395
1247	0.006045183976
1248	0.006036604585
1249	0.006028580482
1250	0.006019806188
1251	0.006014462915
1252	0.006014423076
1253	0.006008664256
1254	0.00600345766
1255	0.006003464402
1256	0.006002068213
1257	0.006002000181
1258	0.005993293919
1259	0.005986647005
1260	0.005986675199
1261	0.005986663554
1262	0.005982815147
1263	0.005982758147
1264	0.005980553541
1265	0.005972634244
1266	0.005970300317
1267	0.005959436029
1268	0.005951318152
1269	0.005943694274
1270	0.005936723135
1271	0.005930032706
1272	0.005925508882
1273	0.00592155383
1274	0.005911637088
1275	0.005901732604
1276	0.005901697669
1277	0.005896024042
1278	0.00589603201
1279	0.005887035233
1280	0.00587757265
1281	0.005872380151
1282	0.005865002046
1283	0.005862492216
1284	0.005862439506
1285	0.005855519238
1286	0.005849856644
1287	0.005840113966
1288	0.005840145837
1289	0.005830384772
1290	0.005830388449
1291	0.005827079395
1292	0.00582710146
1293	0.005818751906
1294	0.005817545717
1295	0.005817550007
1296	0.005809897935
1297	0.005803069603
1298	0.005794009697
1299	0.005788812907
1300	0.005780911997
1301	0.005776852752
1302	0.005769281583
1303	0.005763957923
1304	0.005753710828
1305	0.00574754688
1306	0.005741328997
1307	0.005735443306
1308	0.005731023063
1309	0.005726872496
1310	0.005718434071
1311	0.005711366094
1312	0.005708009234
1313	0.005701023386
1314	0.005693962764
1315	0.005693981151
1316	0.005690946677
1317	0.005690909903
1318	0.005690895806
1319	0.005684284441
1320	0.005682377092
1321	0.005682345834
1322	0.005682340318
1323	0.005674041022
1324	0.005667876462
1325	0.005662987349
1326	0.005657724979
1327	0.005648667524
1328	0.005642931382
1329	0.005635347342
1330	0.005629328652
1331	0.005626415532
1332	0.005621891708
1333	0.005621891708
1334	0.00562189416
1335	0.005614364668
1336	0.005604446088
1337	0.005602101127
1338	0.005594189185
1339	0.00559400838
1340	0.005586732016
1341	0.005581616742
1342	0.005575564343
1343	0.005570110748
1344	0.005566521598
1345	0.005561768549
1346	0.005557739949
1347	0.005552522934
1348	0.005544794249
1349	0.005538375335
1350	0.005535225635
1351	0.005527965207
1352	0.00552791924
1353	0.005523369061
1354	0.005517461306
1355	0.005506891824
1356	0.005499975847
1357	0.005493086837
1358	0.005486419084
1359	0.005486439923
1360	0.005486457084
1361	0.005482371485
1362	0.005474504897
1363	0.005470833619
1364	0.005470505104
1365	0.005469514656
1366	0.005463400966
1367	0.005456416956
1368	0.00544451993
1369	0.005438857336
1370	0.005438864691
1371	0.005428837627
1372	0.005426536183
1373	0.005422974001
1374	0.0054171116
1375	0.005412521583
1376	0.00541249768
1377	0.005408831305
1378	0.00540062088
1379	0.005400596977
1380	0.005392167133
1381	0.005387382826
1382	0.005387382826
1383	0.005387350342
1384	0.005378348662
1385	0.005378349275
1386	0.005374188901
1387	0.00537420545
1388	0.005370296978
1389	0.005370290236
1390	0.005364398417
1391	0.00535725873
1392	0.005352120167
1393	0.005339051274
1394	0.005339004693
1395	0.005335170996
1396	0.005329494918
1397	0.005329497982
1398	0.005325583382
1399	0.005322724198
1400	0.005313700453
1401	0.005309838562
1402	0.005309799337
1403	0.005309825078
1404	0.005307153442
1405	0.005307157119
1406	0.005301289816
1407	0.005301258558
1408	0.005301256106
1409	0.005294726257
1410	0.005286931992
1411	0.005281825911
1412	0.005278044311
1413	0.005277965859
1414	0.005274899515
1415	0.005269537242
1416	0.005265614674
1417	0.005265618351
1418	0.005265124353
1419	0.005260175788
1420	0.005253140908
1421	0.005252187847
1422	0.005248713922
1423	0.005241007915
1424	0.00523535574
1425	0.005231660559
1426	0.00522693938
1427	0.005220963593
1428	0.005212261622
1429	0.005205497031
1430	0.005199037665
1431	0.005195634837
1432	0.005192699653
1433	0.00519271375
1434	0.005188685763
1435	0.005188685763
1436	0.005188701698
1437	0.005181031852
1438	0.005175382129
1439	0.005172138655
1440	0.005162500171
1441	0.005162506913
1442	0.005162430913
1443	0.005157325446
1444	0.005153125233
1445	0.005153001427
1446	0.00515300204
1447	0.005147865315
1448	0.005144086779
1449	0.005138494975
1450	0.005138483942
1451	0.005129965535
1452	0.005123799135
1453	0.005112693671
1454	0.005107101561
1455	0.005102955284
1456	0.005098501024
1457	0.005098057284
1458	0.00509804809
1459	0.005096741078
1460	0.005096730352
1461	0.005092068626
1462	0.005092079045
1463	0.005092077206
1464	0.005083182477
1465	0.005075617131
1466	0.005071190758
1467	0.00506783635
1468	0.005067841253
1469	0.005067785479
1470	0.005067759124
1471	0.005066046065
1472	0.005058981766
1473	0.00505286164
1474	0.005047747899
1475	0.005039972634
1476	0.00503993065
1477	0.005038874928
1478	0.005030964824
1479	0.005028242011
1480	0.005025321536
1481	0.00502268269
1482	0.005016337017
1483	0.005012779432
1484	0.005007014483
1485	0.005004682394
1486	0.004999567733
1487	0.004999577846
1488	0.004999077412
1489	0.004999077412
1490	0.004999100396
1491	0.00499257882
1492	0.004992580353
1493	0.004989558443
1494	0.004989583572
1495	0.004989570088
1496	0.004989466508
1497	0.004985729343
1498	0.0049788578
1499	0.004978811833
